cik,name,ticker,sic,industry
1750,AAR CORP,['AIR'],3720,"""AIRCRAFT & PARTS"""
1800,ABBOTT LABORATORIES,['ABT'],2834,"""PHARMACEUTICAL PREPARATIONS"""
1961,WORLDS INC,['WDDD'],7372,"""SERVICES-PREPACKAGED SOFTWARE"""
2034,ACETO CORP,[],5122,"""WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES"""
2098,ACME UNITED CORP,['ACU'],3420,"""CUTLERY, HANDTOOLS & GENERAL HARDWARE"""
2178,"ADAMS RESOURCES & ENERGY, INC.",['AE'],5172,"""WHOLESALE-PETROLEUM & PETROLEUM PRODUCTS (NO BULK STATIONS)"""
2186,BK Technologies Corp,['BKTI'],3663,"""RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT"""
2488,ADVANCED MICRO DEVICES INC,['AMD'],3674,"""SEMICONDUCTORS & RELATED DEVICES"""
2491,"BALLY TECHNOLOGIES, INC.",[],7372,"""SERVICES-PREPACKAGED SOFTWARE"""
2969,"Air Products & Chemicals, Inc.",['APD'],2810,"""INDUSTRIAL INORGANIC CHEMICALS"""
3116,AKORN INC,[],2834,"""PHARMACEUTICAL PREPARATIONS"""
3146,SPIRE ALABAMA INC,[],4924,"""NATURAL GAS DISTRIBUTION"""
3153,ALABAMA POWER CO,[],4911,"""ELECTRIC SERVICES"""
3197,CECO ENVIRONMENTAL CORP,['CECO'],3564,"""INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP"""
3453,"Matson, Inc.",['MATX'],4400,"""WATER TRANSPORTATION"""
3499,ALEXANDERS INC,['ALX'],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
3545,"ALICO, INC.",['ALCO'],100,"""AGRICULTURAL PRODUCTION-CROPS"""
3570,"Cheniere Energy, Inc.",['LNG'],4924,"""NATURAL GAS DISTRIBUTION"""
4127,"SKYWORKS SOLUTIONS, INC.",['SWKS'],3674,"""SEMICONDUCTORS & RELATED DEVICES"""
4187,"RECYCLING ASSET HOLDINGS, INC.",[],5090,"""WHOLESALE-MISC DURABLE GOODS"""
4281,Howmet Aerospace Inc.,"['HWM', 'HWM-P']",3350,"""ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS"""
4447,HESS CORP,['HES'],2911,"""PETROLEUM REFINING"""
4457,U-Haul Holding Co /NV/,"['UHAL', 'UHAL-B']",7510,"""SERVICES-AUTO RENTAL & LEASING (NO DRIVERS)"""
4515,"AMERICAN AIRLINES, INC.",[],4512,"""AIR TRANSPORTATION, SCHEDULED"""
4904,AMERICAN ELECTRIC POWER CO INC,['AEP'],4911,"""ELECTRIC SERVICES"""
4962,AMERICAN EXPRESS CO,['AXP'],6199,"""FINANCE SERVICES"""
4969,AMERICAN EXPRESS CREDIT CORP,[],6153,"""SHORT-TERM BUSINESS CREDIT INSTITUTIONS"""
4977,AFLAC INC,['AFL'],6321,"""ACCIDENT & HEALTH INSURANCE"""
5133,AMERICAN GREETINGS CORP,[],2771,"""GREETING CARDS"""
5272,"AMERICAN INTERNATIONAL GROUP, INC.",['AIG'],6331,"""FIRE, MARINE & CASUALTY INSURANCE"""
5513,Unum Group,"['UNM', 'UNMA']",6321,"""ACCIDENT & HEALTH INSURANCE"""
5656,AMERICAN INTERNATIONAL VENTURES INC /DE/,[],1040,"""GOLD AND SILVER ORES"""
5768,"AMERICAN SCIENCE & ENGINEERING, INC.",[],3844,"""X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS"""
5981,AMERICAN VANGUARD CORP,['AVD'],2870,"""AGRICULTURAL CHEMICALS"""
6176,AMPCO PITTSBURGH CORP,"['AP', 'AP-WT']",3561,"""PUMPS & PUMPING EQUIPMENT"""
6201,American Airlines Group Inc.,['AAL'],4512,"""AIR TRANSPORTATION, SCHEDULED"""
6207,AMREP CORP.,['AXR'],6552,"""LAND SUBDIVIDERS & DEVELOPERS (NO CEMETERIES)"""
6281,ANALOG DEVICES INC,['ADI'],3674,"""SEMICONDUCTORS & RELATED DEVICES"""
6284,ANALOGIC CORP,[],3825,"""INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS"""
6314,ANAREN  INC,[],3663,"""RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT"""
6494,ANDREA ELECTRONICS CORP,[],3663,"""RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT"""
6732,BE INDUSTRIES INC.,[],3560,"""GENERAL INDUSTRIAL MACHINERY & EQUIPMENT"""
6769,APACHE CORP,[],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
6845,"APOGEE ENTERPRISES, INC.",['APOG'],3231,"""GLASS PRODUCTS, MADE OF PURCHASED GLASS"""
6879,APPALACHIAN POWER CO,[],4911,"""ELECTRIC SERVICES"""
6885,STAGE STORES INC,[],5651,"""RETAIL-FAMILY CLOTHING STORES"""
6951,APPLIED MATERIALS INC /DE,['AMAT'],3674,"""SEMICONDUCTORS & RELATED DEVICES"""
6955,ENERPAC TOOL GROUP CORP,['EPAC'],3590,"""MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT"""
7039,TRECORA RESOURCES,[],2911,"""PETROLEUM REFINING"""
7084,Archer-Daniels-Midland Co,['ADM'],2070,"""FATS & OILS"""
7286,ARIZONA PUBLIC SERVICE CO,[],4931,"""ELECTRIC & OTHER SERVICES COMBINED"""
7323,"ENTERGY ARKANSAS, LLC",['EAI'],4911,"""ELECTRIC SERVICES"""
7332,SOUTHWESTERN ENERGY CO,['SWN'],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
7431,ARMSTRONG WORLD INDUSTRIES INC,['AWI'],3089,"""PLASTICS PRODUCTS, NEC"""
7536,"ARROW ELECTRONICS, INC.",['ARW'],5065,"""WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC"""
7623,ARTS WAY MANUFACTURING CO INC,['ARTW'],3523,"""FARM MACHINERY & EQUIPMENT"""
7789,ASSOCIATED BANC-CORP,"['ASB', 'ASB-PE', 'ASBA', 'ASB-PF']",6022,"""STATE COMMERCIAL BANKS"""
8063,ASTRONICS CORP,"['ATRO', 'ATROB']",3728,"""AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC"""
8146,"AstroNova, Inc.",['ALOT'],3577,"""COMPUTER PERIPHERAL EQUIPMENT, NEC"""
8177,ATLANTIC AMERICAN CORP,['AAME'],6311,"""LIFE INSURANCE"""
8192,ATLANTIC CITY ELECTRIC CO,[],4911,"""ELECTRIC SERVICES"""
8328,"Applied Minerals, Inc.",['AMNL'],1400,"""MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS)"""
8411,ATWOOD OCEANICS INC,[],1381,"""DRILLING OIL & GAS WELLS"""
8504,AgEagle Aerial Systems Inc.,['UAVS'],3721,"""AIRCRAFT"""
8670,AUTOMATIC DATA PROCESSING INC,['ADP'],7374,"""SERVICES-COMPUTER PROCESSING & DATA PREPARATION"""
8818,Avery Dennison Corp,['AVY'],2670,"""CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES)"""
8855,AMERICAN LOCKER GROUP INC,[],2540,"""PARTITIONS, SHELVG, LOCKERS, & OFFICE & STORE FIXTURES"""
8858,AVNET INC,['AVT'],5065,"""WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC"""
8868,AVON PRODUCTS INC,[],2844,"""PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"""
8947,AZZ INC,['AZZ'],3470,"""COATING, ENGRAVING & ALLIED SERVICES"""
9092,BADGER METER INC,['BMI'],3824,"""TOTALIZING FLUID METERS & COUNTING DEVICES"""
9235,BKF CAPITAL GROUP INC,[],6282,"""INVESTMENT ADVICE"""
9326,BALCHEM CORP,['BCPC'],2800,"""CHEMICALS & ALLIED PRODUCTS"""
9346,Protective Insurance Corp,[],6331,"""FIRE, MARINE & CASUALTY INSURANCE"""
9389,BALL Corp,['BALL'],3411,"""METAL CANS"""
9466,BALTIMORE GAS & ELECTRIC CO,[],4931,"""ELECTRIC & OTHER SERVICES COMBINED"""
9892,BARD C R INC /NJ/,[],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
9984,BARNES GROUP INC,['B'],3490,"""MISCELLANEOUS FABRICATED METAL PRODUCTS"""
10048,BARNWELL INDUSTRIES INC,['BRN'],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
10254,EARTHSTONE ENERGY INC,[],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
10329,BASSETT FURNITURE INDUSTRIES INC,['BSET'],2511,"""WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)"""
10456,BAXTER INTERNATIONAL INC,['BAX'],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
10795,BECTON DICKINSON & CO,['BDX'],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
11199,"Amcor Flexibles North America, Inc.",[],2670,"""CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES)"""
11544,BERKLEY W R CORP,"['WRB', 'WRB-PE', 'WRB-PF', 'WRB-PG', 'WRB-PH']",6331,"""FIRE, MARINE & CASUALTY INSURANCE"""
12040,FLANIGANS ENTERPRISES INC,['BDL'],5812,"""RETAIL-EATING PLACES"""
12208,"BIO-RAD LABORATORIES, INC.","['BIO', 'BIO-B']",3826,"""LABORATORY ANALYTICAL INSTRUMENTS"""
12239,Dominari Holdings Inc.,['DOMH'],6211,"""SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"""
12400,BLACK HILLS POWER INC,[],4911,"""ELECTRIC SERVICES"""
12659,H&R BLOCK INC,['HRB'],7200,"""SERVICES-PERSONAL SERVICES"""
12779,BLUE RIDGE REAL ESTATE CO,[],6500,"""REAL ESTATE"""
12927,BOEING CO,['BA'],3721,"""AIRCRAFT"""
13033,Comjoyful International Co,[],7200,"""SERVICES-PERSONAL SERVICES"""
13156,"Galaxy Gaming, Inc.",['GLXZ'],7900,"""SERVICES-AMUSEMENT & RECREATION SERVICES"""
13239,HEXION INC.,[],2821,"""PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS"""
13372,NSTAR ELECTRIC CO,"['NSARO', 'NSARP']",4911,"""ELECTRIC SERVICES"""
13573,BOWL AMERICA INC,[],7900,"""SERVICES-AMUSEMENT & RECREATION SERVICES"""
14177,BRIDGFORD FOODS CORP,['BRID'],2013,"""SAUSAGES & OTHER PREPARED MEAT PRODUCTS"""
14195,BRIGGS & STRATTON CORP,[],3510,"""ENGINES & TURBINES"""
14272,BRISTOL MYERS SQUIBB CO,"['BMY', 'BMYMP', 'CELG-RI']",2834,"""PHARMACEUTICAL PREPARATIONS"""
14693,BROWN FORMAN CORP,"['BF-B', 'BF-A']",2080,"""BEVERAGES"""
14707,CALERES INC,['CAL'],3140,"""FOOTWEAR, (NO RUBBER)"""
14846,BRT Apartments Corp.,['BRT'],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
14930,BRUNSWICK CORP,"['BC', 'BC-PA', 'BC-PB', 'BC-PC']",3510,"""ENGINES & TURBINES"""
15357,CHASE GENERAL CORP,[],2060,"""SUGAR & CONFECTIONERY PRODUCTS"""
15511,BNSF RAILWAY CO,[],4011,"""RAILROADS, LINE-HAUL OPERATING"""
15615,MASTEC INC,['MTZ'],1623,"""WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION"""
15847,BUTLER NATIONAL CORP,['BUKS'],7990,"""SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION"""
16040,CABOT CORP,['CBT'],2890,"""MISCELLANEOUS CHEMICAL PRODUCTS"""
16058,CACI INTERNATIONAL INC /DE/,['CACI'],7373,"""SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN"""
16099,LUB LIQUIDATING TRUST,[],5812,"""RETAIL-EATING PLACES"""
16160,CAL-MAINE FOODS INC,['CALM'],200,"""AGRICULTURAL PROD-LIVESTOCK & ANIMAL SPECIALTIES"""
16732,CAMPBELL SOUP CO,['CPB'],2000,"""FOOD AND KINDRED PRODUCTS"""
16875,CANADIAN PACIFIC KANSAS CITY LTD/CN,['CP'],4011,"""RAILROADS, LINE-HAUL OPERATING"""
16918,"CONSTELLATION BRANDS, INC.",['STZ'],2080,"""BEVERAGES"""
17313,CAPITAL SOUTHWEST CORP,"['CSWC', 'CSWCZ']",0,""""""
17485,"LIBERATOR MEDICAL HOLDINGS, INC.",[],5912,"""RETAIL-DRUG STORES AND PROPRIETARY STORES"""
17797,"DUKE ENERGY PROGRESS, LLC.",[],4911,"""ELECTRIC SERVICES"""
17843,CARPENTER TECHNOLOGY CORP,['CRS'],3312,"""STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)"""
18172,A. M. Castle & Co.,[],5051,"""WHOLESALE-METALS SERVICE CENTERS & OFFICES"""
18230,CATERPILLAR INC,['CAT'],3531,"""CONSTRUCTION MACHINERY & EQUIP"""
18255,CATO CORP,['CATO'],5621,"""RETAIL-WOMEN'S CLOTHING STORES"""
18349,SYNOVUS FINANCIAL CORP,"['SNV', 'SNV-PD', 'SNV-PE']",6021,"""NATIONAL COMMERCIAL BANKS"""
18396,CDI CORP,[],7363,"""SERVICES-HELP SUPPLY SERVICES"""
18498,GENESCO INC,['GCO'],5661,"""RETAIL-SHOE STORES"""
18654,Ameren Illinois Co,"['AILIH', 'AILLI', 'AILLM', 'AILLN', 'AILIM', 'AILLO', 'AILIN', 'AILLP', 'AILIO', 'AILIP']",4931,"""ELECTRIC & OTHER SERVICES COMBINED"""
18672,CLECO POWER LLC,[],4911,"""ELECTRIC SERVICES"""
18926,"Lumen Technologies, Inc.",['LUMN'],4813,"""TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)"""
19002,"Cybrdi, Inc.",[],2836,"""BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"""
19149,CHAMPION INDUSTRIES INC,[],2750,"""COMMERCIAL PRINTING"""
19411,MAGELLAN HEALTH INC,[],8060,"""SERVICES-HOSPITALS"""
19446,CANTEL MEDICAL LLC,[],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
19584,CHEMED CORP,['CHE'],8082,"""SERVICES-HOME HEALTH CARE SERVICES"""
19612,TCF FINANCIAL CORP,[],6021,"""NATIONAL COMMERCIAL BANKS"""
19617,JPMORGAN CHASE & CO,"['JPM', 'JPM-PC', 'JPM-PD', 'AMJB', 'JPM-PJ', 'JPM-PK', 'JPM-PL', 'JPM-PM']",6021,"""NATIONAL COMMERCIAL BANKS"""
19745,CHESAPEAKE UTILITIES CORP,['CPK'],4923,"""NATURAL GAS TRANSMISISON & DISTRIBUTION"""
19871,CHICAGO RIVET & MACHINE CO,['CVR'],3540,"""METALWORKG MACHINERY & EQUIPMENT"""
20171,CHUBB CORP,[],6331,"""FIRE, MARINE & CASUALTY INSURANCE"""
20212,Churchill Downs Inc,['CHDN'],7948,"""SERVICES-RACING, INCLUDING TRACK OPERATION"""
20232,ChyronHego Corp,[],7330,"""SERVICES-MAILING, REPRODUCTION, COMMERCIAL ART & PHOTOGRAPHY"""
20286,CINCINNATI FINANCIAL CORP,['CINF'],6331,"""FIRE, MARINE & CASUALTY INSURANCE"""
20290,"Duke Energy Ohio, Inc.",[],4931,"""ELECTRIC & OTHER SERVICES COMBINED"""
20520,"Frontier Communications Parent, Inc.",['FYBR'],4813,"""TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)"""
20629,CSS INDUSTRIES INC,[],2771,"""GREETING CARDS"""
20639,AmBase Corp,['ABCP'],6512,"""OPERATORS OF NONRESIDENTIAL BUILDINGS"""
20740,CLARCOR INC.,[],3714,"""MOTOR VEHICLE PARTS & ACCESSORIES"""
21076,CLOROX CO /DE/,['CLX'],2842,"""SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS"""
21175,CNA FINANCIAL CORP,['CNA'],6331,"""FIRE, MARINE & CASUALTY INSURANCE"""
21239,COASTAL CARIBBEAN OILS & MINERALS LTD,[],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
21344,COCA COLA CO,['KO'],2080,"""BEVERAGES"""
21510,COHERENT INC,[],3826,"""LABORATORY ANALYTICAL INSTRUMENTS"""
21535,COHU INC,['COHU'],3825,"""INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS"""
21665,COLGATE PALMOLIVE CO,['CL'],2844,"""PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"""
22252,COMARCO INC,[],3663,"""RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT"""
22356,COMMERCE BANCSHARES INC /MO/,['CBSH'],6022,"""STATE COMMERCIAL BANKS"""
22444,COMMERCIAL METALS Co,['CMC'],3312,"""STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)"""
22606,COMMONWEALTH EDISON Co,[],4911,"""ELECTRIC SERVICES"""
22701,Pineapple Energy Inc.,['PEGY'],3661,"""TELEPHONE & TELEGRAPH APPARATUS"""
22767,TEXAS NEW MEXICO POWER CO,[],4911,"""ELECTRIC SERVICES"""
22872,"Advanzeon Solutions, Inc.",[],8000,"""SERVICES-HEALTH SERVICES"""
23082,COMPUTER SCIENCES CORP,[],7373,"""SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN"""
23111,COMPUTER TASK GROUP INC,[],7371,"""SERVICES-COMPUTER PROGRAMMING SERVICES"""
23194,COMSTOCK RESOURCES INC,['CRK'],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
23197,COMTECH TELECOMMUNICATIONS CORP /DE/,['CMTL'],3663,"""RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT"""
23217,CONAGRA BRANDS INC.,['CAG'],2000,"""FOOD AND KINDRED PRODUCTS"""
23426,CONNECTICUT LIGHT & POWER CO,"['CNTHP', 'CNLPL', 'CNTHO', 'CNTHN', 'CNLHO', 'CNLHP', 'CNLTP', 'CNLTL', 'CNPWM', 'CNPWP', 'CNLPM', 'CNLTN', 'CNLHN']",4911,"""ELECTRIC SERVICES"""
23632,CONSOLIDATED EDISON CO OF NEW YORK INC,[],4931,"""ELECTRIC & OTHER SERVICES COMBINED"""
23666,Hillshire Brands Co,[],2000,"""FOOD AND KINDRED PRODUCTS"""
23675,Con-way Inc.,[],4213,"""TRUCKING (NO LOCAL)"""
23795,"CTO Realty Growth, Inc.","['CTO', 'CTO-PA']",6798,"""REAL ESTATE INVESTMENT TRUSTS"""
24090,"CITIZENS, INC.",['CIA'],6311,"""LIFE INSURANCE"""
24104,CONTINENTAL MATERIALS CORP,[],3270,"""CONCRETE, GYPSUM & PLASTER PRODUCTS"""
24491,COOPER TIRE & RUBBER CO,[],3011,"""TIRES & INNER TUBES"""
24545,MOLSON COORS BEVERAGE CO,"['TAP', 'TAP-A']",2082,"""MALT BEVERAGES"""
24741,CORNING INC /NY,['GLW'],3357,"""DRAWING & INSULATING OF NONFERROUS WIRE"""
25212,COURIER Corp,[],2732,"""BOOK PRINTING"""
25232,COUSINS PROPERTIES INC,['CUZ'],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
25445,"Crane NXT, Co.",['CXT'],3490,"""MISCELLANEOUS FABRICATED METAL PRODUCTS"""
25475,CRAWFORD & CO,"['CRD-A', 'CRD-B']",6411,"""INSURANCE AGENTS, BROKERS & SERVICE"""
25598,ONEMAIN FINANCE CORP,[],6141,"""PERSONAL CREDIT INSTITUTIONS"""
25743,"TherapeuticsMD, Inc.",['TXMD'],2834,"""PHARMACEUTICAL PREPARATIONS"""
25895,CROWN CRAFTS INC,['CRWS'],2211,"""BROADWOVEN FABRIC MILLS, COTTON"""
26058,CTS CORP,['CTS'],3672,"""PRINTED CIRCUIT BOARDS"""
26076,CUBIC CORP /DE/,[],3829,"""MEASURING & CONTROLLING DEVICES, NEC"""
26172,CUMMINS INC,['CMI'],3510,"""ENGINES & TURBINES"""
26324,CURTISS WRIGHT CORP,['CW'],3590,"""MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT"""
26780,DANA INC,['DAN'],3714,"""MOTOR VEHICLE PARTS & ACCESSORIES"""
27093,U.S. GOLD CORP.,['USAU'],1000,"""METAL MINING"""
27419,TARGET CORP,['TGT'],5331,"""RETAIL-VARIETY STORES"""
27430,DAYTON POWER & LIGHT CO,[],4931,"""ELECTRIC & OTHER SERVICES COMBINED"""
27673,DEERE JOHN CAPITAL CORP,[],6153,"""SHORT-TERM BUSINESS CREDIT INSTITUTIONS"""
27879,DELMARVA POWER & LIGHT CO /DE/,[],4931,"""ELECTRIC & OTHER SERVICES COMBINED"""
27904,"DELTA AIR LINES, INC.",['DAL'],4512,"""AIR TRANSPORTATION, SCHEDULED"""
27996,DELUXE CORP,['DLX'],2780,"""BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK"""
28385,DTE Electric Co,[],4911,"""ELECTRIC SERVICES"""
28412,COMERICA INC /NEW/,['CMA'],6021,"""NATIONAL COMMERCIAL BANKS"""
28561,DEWEY ELECTRONICS CORP,[],3480,"""ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)"""
28823,"DIEBOLD NIXDORF, Inc",['DBD'],3578,"""CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS)"""
28917,"DILLARD'S, INC.","['DDS', 'DDT']",5311,"""RETAIL-DEPARTMENT STORES"""
29002,DIODES INC /DEL/,['DIOD'],3674,"""SEMICONDUCTORS & RELATED DEVICES"""
29332,DIXIE GROUP INC,['DXYN'],2273,"""CARPETS & RUGS"""
29504,OMEGA COMMERCIAL FINANCE CORP,[],6153,"""SHORT-TERM BUSINESS CREDIT INSTITUTIONS"""
29534,DOLLAR GENERAL CORP,['DG'],5331,"""RETAIL-VARIETY STORES"""
29644,DONALDSON Co INC,['DCI'],3564,"""INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP"""
29669,RR Donnelley & Sons Co,[],2750,"""COMMERCIAL PRINTING"""
29834,Escalera Resources Co.,[],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
29905,DOVER Corp,['DOV'],3530,"""CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP"""
29915,DOW CHEMICAL CO /DE/,[],2821,"""PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS"""
29952,"CHINA CHANGJIANG MINING & NEW ENERGY COMPANY, LTD.",['CHJI'],3621,"""MOTORS & GENERATORS"""
29989,OMNICOM GROUP INC.,['OMC'],7311,"""SERVICES-ADVERTISING AGENCIES"""
30302,ALCO STORES INC,[],5331,"""RETAIL-VARIETY STORES"""
30305,DUCOMMUN INC /DE/,['DCO'],3728,"""AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC"""
30371,"Duke Energy Carolinas, LLC",[],4911,"""ELECTRIC SERVICES"""
30554,"EIDP, Inc.","['CTA-PA', 'CTA-PB']",2820,"""PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)"""
30625,FLOWSERVE CORP,['FLS'],3561,"""PUMPS & PUMPING EQUIPMENT"""
30697,Wendy's Co,['WEN'],5810,"""RETAIL-EATING & DRINKING PLACES"""
30828,COBRA ELECTRONICS CORP,[],3663,"""RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT"""
30831,DYNASIL CORP OF AMERICA,[],3220,"""GLASS & GLASSWARE, PRESSED OR BLOWN"""
31107,EASTERN CO,['EML'],3420,"""CUTLERY, HANDTOOLS & GENERAL HARDWARE"""
31235,EASTMAN KODAK CO,['KODK'],3861,"""PHOTOGRAPHIC EQUIPMENT & SUPPLIES"""
31347,ECHELON CORP,[],3576,"""COMPUTER COMMUNICATIONS EQUIPMENT"""
31462,ECOLAB INC.,['ECL'],2840,"""SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"""
31667,EDUCATIONAL DEVELOPMENT CORP,['EDUC'],5190,"""WHOLESALE-MISCELLANEOUS NONDURABLE GOODS"""
31791,"REVVITY, INC.",['RVTY'],3826,"""LABORATORY ANALYTICAL INSTRUMENTS"""
31978,EL PASO ELECTRIC CO /TX/,[],4911,"""ELECTRIC SERVICES"""
32166,ELECTRO RENT CORP,[],7359,"""SERVICES-EQUIPMENT RENTAL & LEASING, NEC"""
32567,EMERGE HEALTH INTERNATIONAL INC,[],3440,"""FABRICATED STRUCTURAL METAL PRODUCTS"""
32604,EMERSON ELECTRIC CO,['EMR'],3600,"""ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)"""
32621,EMERSON RADIO CORP,['MSN'],3651,"""HOUSEHOLD AUDIO & VIDEO EQUIPMENT"""
32689,EMPIRE DISTRICT ELECTRIC CO,[],4911,"""ELECTRIC SERVICES"""
33002,"ENNIS, INC.",['EBF'],2761,"""MANIFOLD BUSINESS FORMS"""
33185,EQUIFAX INC,['EFX'],7320,"""SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES"""
33213,EQT Corp,['EQT'],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
33488,ESCALADE INC,['ESCA'],3949,"""SPORTING & ATHLETIC GOODS, NEC"""
33533,ESPEY MFG & ELECTRONICS CORP,['ESP'],3679,"""ELECTRONIC COMPONENTS, NEC"""
33619,ESTERLINE TECHNOLOGIES CORP,[],3823,"""INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"""
33769,BOB EVANS FARMS INC,[],5812,"""RETAIL-EATING PLACES"""
33992,"KINGSTONE COMPANIES, INC.",['KINS'],6331,"""FIRE, MARINE & CASUALTY INSURANCE"""
34067,DMC Global Inc.,['BOOM'],3390,"""MISCELLANEOUS PRIMARY METAL PRODUCTS"""
34088,EXXON MOBIL CORP,['XOM'],2911,"""PETROLEUM REFINING"""
34115,CLAIRES STORES INC,[],5600,"""RETAIL-APPAREL & ACCESSORY STORES"""
34285,RELIABILITY INC,['RLBY'],3825,"""INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS"""
34408,FAMILY DOLLAR STORES INC,[],5331,"""RETAIL-VARIETY STORES"""
34563,FARMER BROTHERS CO,['FARM'],2090,"""MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS"""
34782,1ST SOURCE CORP,['SRCE'],6022,"""STATE COMMERCIAL BANKS"""
34903,FEDERAL REALTY INVESTMENT TRUST,"['FRT', 'FRT-PC']",6798,"""REAL ESTATE INVESTMENT TRUSTS"""
34956,"TENAX THERAPEUTICS, INC.",['TENX'],2834,"""PHARMACEUTICAL PREPARATIONS"""
35214,FERRO CORP,[],2851,"""PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS"""
35527,FIFTH THIRD BANCORP,"['FITB', 'FITBI', 'FITBO', 'FITBP']",6022,"""STATE COMMERCIAL BANKS"""
36029,FIRST FINANCIAL BANKSHARES INC,['FFIN'],6022,"""STATE COMMERCIAL BANKS"""
36047,"CORELOGIC, INC.",[],7374,"""SERVICES-COMPUTER PROCESSING & DATA PREPARATION"""
36104,US BANCORP \DE\,"['USB', 'USB-PA', 'USB-PH', 'USB-PP', 'USB-PQ', 'USB-PR', 'USB-PS']",6021,"""NATIONAL COMMERCIAL BANKS"""
36146,TRUSTMARK CORP,['TRMK'],6021,"""NATIONAL COMMERCIAL BANKS"""
36270,M&T BANK CORP,"['MTB', 'MTB-PH', 'MTB-PJ']",6022,"""STATE COMMERCIAL BANKS"""
36369,FIRST HARTFORD CORP,[],6500,"""REAL ESTATE"""
36377,"FIRST HAWAIIAN, INC.",['FHB'],6022,"""STATE COMMERCIAL BANKS"""
